ID,Time,pos_x,pos_y,vel_x,vel_y,itv_x,itv_y,seed_x,seed_y
0.0,0.36,-1.8183805,-0.6719293,-2.6880133,1.6465619,0.0,0.0,0.0,0.0
0.0,0.37,-1.8452606,-0.65546364,-2.7481122,1.6220285,0.0,0.0,0.0,0.0
0.0,0.38,-1.8727418,-0.63924336,-2.7992234,1.5897931,0.0,0.0,0.0,0.0
0.0,0.39,-1.900734,-0.62334543,-2.7902455,1.4160854,0.055910602,-0.13812053,0.10187616,-0.4891301
0.0,0.4,-1.9286364,-0.60918456,-2.862527,1.4518223,0.0,0.0,0.0,0.0
0.0,0.41,-1.9572618,-0.5946663,-2.9206789,1.4510962,0.0,0.0,0.0,0.0
0.0,0.42,-1.9864687,-0.5801554,-2.891994,1.4169291,0.080102,-0.015674487,0.004742326,0.4868639
0.0,0.43,-2.0153885,-0.5659861,-2.9792283,1.3982357,0.0,0.0,0.0,0.0
0.0,0.44,-2.0451808,-0.55200374,-3.045844,1.3716446,0.0,0.0,0.0,0.0
0.0,0.45,-2.0756392,-0.5382873,-3.1024952,1.3415357,0.0,0.0,0.0,0.0
0.0,0.46,-2.1066642,-0.52487195,-3.1545146,1.3100886,0.0,0.0,0.0,0.0
0.0,0.47,-2.1382093,-0.5117711,-3.2045732,1.2783822,0.0,0.0,0.0,0.0
0.0,0.48,-2.170255,-0.49898726,-3.254012,1.2469453,0.0,0.0,0.0,0.0
0.0,0.49,-2.2027953,-0.4865178,-3.3035078,1.2160331,0.0,0.0,0.0,0.0
1.0,0.0,-0.48006052,0.57903457,-0.72009075,-1.4475864,0.0,0.0,0.0,0.0
1.0,0.01,-0.4872614,0.5645587,-0.80330074,-1.2145995,-0.07240865,0.19679728,0.021369629,-0.32887512
1.0,0.02,-0.49529442,0.5524127,-0.77914596,-1.2826331,0.0,0.0,0.0,0.0
1.0,0.03,-0.50308585,0.53958637,-0.77273095,-1.2997665,0.0,0.0,0.0,0.0
1.0,0.04,-0.5108132,0.5265887,-0.7752708,-1.291872,0.0,0.0,0.0,0.0
1.0,0.05,-0.5185659,0.51366997,-0.7823744,-1.2718751,0.0,0.0,0.0,0.0
1.0,0.06,-0.5263896,0.50095123,-0.79184717,-1.2462282,0.0,0.0,0.0,0.0
1.0,0.07,-0.5343081,0.48848897,-0.80259347,-1.2181474,0.0,0.0,0.0,0.0
1.0,0.08,-0.542334,0.4763075,-0.8140667,-1.1892313,0.0,0.0,0.0,0.0
1.0,0.09,-0.5504747,0.4644152,-0.8259949,-1.1602691,0.0,0.0,0.0,0.0
1.0,0.1,-0.5587346,0.4528125,-0.8382433,-1.1316469,0.0,0.0,0.0,0.0
1.0,0.11,-0.56711704,0.441496,-0.8507463,-1.1035478,0.0,0.0,0.0,0.0
1.0,0.12,-0.5756245,0.4304605,-0.86347216,-1.0760552,0.0,0.0,0.0,0.0
1.0,0.13,-0.5842593,0.41969997,-0.8764066,-1.0492018,0.0,0.0,0.0,0.0
1.0,0.14,-0.59302336,0.40920794,-0.8895439,-1.0229957,0.0,0.0,0.0,0.0
1.0,0.15,-0.60191876,0.398978,-0.9028826,-0.99743295,0.0,0.0,0.0,0.0
1.0,0.16,-0.6109476,0.38900366,-0.9164236,-0.9725031,0.0,0.0,0.0,0.0
1.0,0.17,-0.6201118,0.37927863,-0.93016887,-0.9481936,0.0,0.0,0.0,0.0
1.0,0.18,-0.6294135,0.3697967,-0.94412076,-0.9244903,0.0,0.0,0.0,0.0
1.0,0.19,-0.6388547,0.3605518,-0.9582823,-0.90137875,0.0,0.0,0.0,0.0
1.0,0.2,-0.6484375,0.351538,-0.97265637,-0.8788446,0.0,0.0,0.0,0.0
1.0,0.21,-0.6581641,0.34274957,-0.9872462,-0.85687375,0.0,0.0,0.0,0.0
1.0,0.22,-0.6680365,0.33418083,-1.0020548,-0.83545196,0.0,0.0,0.0,0.0
1.0,0.23,-0.6780571,0.32582632,-1.0170856,-0.8145657,0.0,0.0,0.0,0.0
1.0,0.24,-0.68822795,0.31768066,-1.032342,-0.7942016,0.0,0.0,0.0,0.0
1.0,0.25,-0.69855136,0.30973864,-1.047827,-0.7743466,0.0,0.0,0.0,0.0
1.0,0.26,-0.7090296,0.30199516,-1.0635444,-0.7549879,0.0,0.0,0.0,0.0
1.0,0.27,-0.71966505,0.29444528,-1.4434884,-0.3815925,-0.36399084,0.35452068,0.8039558,1.1917849
1.0,0.28,-0.7341,0.29062933,-1.2831454,-0.549313,0.0,0.0,0.0,0.0
1.0,0.29,-0.74693143,0.2851362,-1.2113948,-0.62421036,0.0,0.0,0.0,0.0
1.0,0.3,-0.75904536,0.27889407,-1.1840669,-0.65292007,0.0,0.0,0.0,0.0
1.0,0.31,-0.770886,0.27236488,-1.1790785,-0.65875465,0.0,0.0,0.0,0.0
1.0,0.32,-0.7826768,0.26577735,-1.18539,-0.6533646,0.0,0.0,0.0,0.0
1.0,0.33,-0.7945307,0.2592437,-1.1974834,-0.6425699,0.0,0.0,0.0,0.0
1.0,0.34,-0.8065055,0.25281802,-1.212602,-0.6292753,0.0,0.0,0.0,0.0
1.0,0.35,-0.81863153,0.24652527,-1.229369,-0.6149283,0.0,0.0,0.0,0.0
1.0,0.36,-0.8309252,0.24037598,-1.2470988,-0.6002475,0.0,0.0,0.0,0.0
1.0,0.37,-0.8433962,0.23437351,-1.2654498,-0.5855876,0.0,0.0,0.0,0.0
1.0,0.38,-0.8560507,0.22851762,-1.2883939,-0.25233018,-0.0041399747,0.3187908,-1.2442814,0.46448603
1.0,0.39,-0.86893463,0.22599432,-1.2730689,-0.42510393,0.032491907,-0.019600064,-0.13237613,-1.2598174
1.0,0.4,-0.88166535,0.22174327,-1.3073316,-0.48441726,0.0,0.0,0.0,0.0
1.0,0.41,-0.8947386,0.21689911,-1.3345246,-0.5072773,0.0,0.0,0.0,0.0
1.0,0.42,-0.90808386,0.21182634,-1.3583341,-0.5120806,0.0,0.0,0.0,0.0
1.0,0.43,-0.9216672,0.20670553,-1.3806051,-0.5080212,0.0,0.0,0.0,0.0
1.0,0.44,-0.93547326,0.20162532,-1.402262,-0.499692,0.0,0.0,0.0,0.0
1.0,0.45,-0.9494959,0.1966284,-1.42377,-0.48938537,0.0,0.0,0.0,0.0
1.0,0.46,-0.96373355,0.19173455,-1.4453633,-0.47824356,0.0,0.0,0.0,0.0
1.0,0.47,-0.97818714,0.18695211,-1.4671623,-0.46683386,0.0,0.0,0.0,0.0
1.0,0.48,-0.99285877,0.18228377,-1.4892288,-0.45543623,0.0,0.0,0.0,0.0
1.0,0.49,-1.0077511,0.17772941,-1.5115972,-0.44418693,0.0,0.0,0.0,0.0
2.0,0.0,-1.3345709,0.6399156,-2.0018563,-1.5997889,0.0,0.0,0.0,0.0
2.0,0.01,-1.3545895,0.6239177,-2.0318842,-1.5597942,0.0,0.0,0.0,0.0
2.0,0.02,-1.3749083,0.60831976,-2.0623624,-1.5207994,0.0,0.0,0.0,0.0
2.0,0.03,-1.3955319,0.59311175,-2.0042727,-1.38686,0.089025274,0.0959194,-0.82706904,-0.3084348
2.0,0.04,-1.4155747,0.5792432,-2.0788493,-1.4001483,0.0,0.0,0.0,0.0
2.0,0.05,-1.4363632,0.5652417,-2.1322885,-1.3891244,0.0,0.0,0.0,0.0
2.0,0.06,-1.4576861,0.5513504,-2.175401,-1.366386,0.0,0.0,0.0,0.0
2.0,0.07,-1.4794401,0.5376866,-2.213596,-1.3382215,0.0,0.0,0.0,0.0
2.0,0.08,-1.5015761,0.5243044,-2.249582,-1.3077635,0.0,0.0,0.0,0.0
2.0,0.09,-1.5240719,0.5112268,-2.284717,-1.2765682,0.0,0.0,0.0,0.0
2.0,0.1,-1.5469191,0.4984611,-2.3196833,-1.2454034,0.0,0.0,0.0,0.0
2.0,0.11,-1.5701159,0.48600706,-2.354826,-1.214643,0.0,0.0,0.0,0.0
2.0,0.12,-1.5936642,0.47386065,-2.3903224,-1.1844642,0.0,0.0,0.0,0.0
2.0,0.13,-1.6175673,0.46201602,-2.426264,-1.1549463,0.0,0.0,0.0,0.0
2.0,0.14,-1.64183,0.45046654,-2.5195587,-0.9984635,-0.056857094,0.12765601,0.24494615,0.20502184
2.0,0.15,-1.6670256,0.4404819,-2.5289452,-1.0373533,0.0,0.0,0.0,0.0
2.0,0.16,-1.692315,0.43010837,-2.5526757,-1.0433452,0.0,0.0,0.0,0.0
2.0,0.17,-1.7178417,0.4196749,-2.5838645,-1.0332245,0.0,0.0,0.0,0.0
2.0,0.18,-1.7436805,0.40934265,-2.6190715,-1.0153753,0.0,0.0,0.0,0.0
2.0,0.19,-1.7698712,0.39918888,-2.6565824,-0.9939815,0.0,0.0,0.0,0.0
2.0,0.2,-1.796437,0.38924906,-2.695543,-0.9711273,0.0,0.0,0.0,0.0
2.0,0.21,-1.8233924,0.3795378,-2.7355325,-0.94784683,0.0,0.0,0.0,0.0
2.0,0.22,-1.8507477,0.37005934,-2.7763436,-0.92464954,0.0,0.0,0.0,0.0
2.0,0.23,-1.8785112,0.36081284,-2.8178775,-0.9017827,0.0,0.0,0.0,0.0
2.0,0.24,-1.9066899,0.35179502,-2.8600905,-0.8793628,0.0,0.0,0.0,0.0
2.0,0.25,-1.9352908,0.3430014,-2.9029639,-0.8574411,0.0,0.0,0.0,0.0
2.0,0.26,-1.9643204,0.334427,-2.9464946,-0.8360363,0.0,0.0,0.0,0.0
2.0,0.27,-1.9937854,0.3260666,-2.990685,-0.8151509,0.0,0.0,0.0,0.0
2.0,0.28,-2.0236921,0.3179151,-3.0355418,-0.79477996,0.0,0.0,0.0,0.0
2.0,0.29,-2.0540476,0.3099673,-3.081073,-0.7749144,0.0,0.0,0.0,0.0
2.0,0.3,-2.0848584,0.30221817,-3.1291544,-0.9315474,-0.001865983,-0.17600393,1.1566832,-1.1060601
2.0,0.31,-2.11615,0.2929027,-3.1751583,-0.8202578,0.0,0.0,0.0,0.0
2.0,0.32,-2.1479015,0.28470013,-3.2223191,-0.75575083,0.0,0.0,0.0,0.0
2.0,0.33,-2.1801248,0.2771426,-3.2704206,-0.7148568,0.0,0.0,0.0,0.0
2.0,0.34,-2.212829,0.26999405,-3.3193603,-0.6859852,0.0,0.0,0.0,0.0
2.0,0.35,-2.2460227,0.2631342,-3.2659655,-0.61836356,0.10312685,0.044972062,-0.516293,0.3696657
2.0,0.36,-2.2786825,0.2569506,-3.3664894,-0.6226405,0.0,0.0,0.0,0.0
2.0,0.37,-2.3123472,0.25072417,-3.4427536,-0.6169424,0.0,0.0,0.0,0.0
2.0,0.38,-2.3467746,0.24455474,-3.5072782,-0.6064528,0.0,0.0,0.0,0.0
2.0,0.39,-2.3818474,0.23849021,-3.5663292,-0.5937585,0.0,0.0,0.0,0.0
2.0,0.4,-2.4175107,0.23255263,-3.6230452,-0.58014804,0.0,0.0,0.0,0.0
2.0,0.41,-2.4537413,0.22675115,-3.6790016,-0.5662611,0.0,0.0,0.0,0.0
2.0,0.42,-2.4905312,0.22108854,-3.6329775,-0.84616256,0.1020142,-0.2937495,0.67240816,-1.4011788
2.0,0.43,-2.526861,0.21262692,-3.7388816,-0.67828786,0.0,0.0,0.0,0.0
2.0,0.44,-2.5642498,0.20584403,-3.8206697,-0.5879703,0.0,0.0,0.0,0.0
2.0,0.45,-2.6024566,0.19996433,-3.8908324,-0.536591,0.0,0.0,0.0,0.0
2.0,0.46,-2.6413648,0.19459842,-3.955621,-0.50483614,0.0,0.0,0.0,0.0
2.0,0.47,-2.6809208,0.18955006,-4.0181684,-0.48304516,0.0,0.0,0.0,0.0
2.0,0.48,-2.7211025,0.1847196,-4.080047,-0.46638405,0.0,0.0,0.0,0.0
2.0,0.49,-2.761903,0.18005577,-4.142051,-0.45243192,0.0,0.0,0.0,0.0
3.0,0.0,-1.9140614,1.8377262,-2.871092,-4.5943155,0.0,0.0,0.0,0.0
3.0,0.01,-1.9427724,1.7917831,-2.9041896,-4.4043503,0.009968981,0.075107396,0.06337297,-0.22961251
3.0,0.02,-1.9718143,1.7477396,-2.952737,-4.331795,0.0,0.0,0.0,0.0
3.0,0.03,-2.0013416,1.7044215,-2.99952,-4.242277,0.0,0.0,0.0,0.0
3.0,0.04,-2.0313368,1.6619987,-3.045759,-4.1456084,0.0,0.0,0.0,0.0
3.0,0.05,-2.0617945,1.6205428,-3.092069,-4.046663,0.0,0.0,0.0,0.0
3.0,0.06,-2.0927153,1.5800762,-3.1387613,-3.9478436,0.0,0.0,0.0,0.0
3.0,0.07,-2.1241028,1.5405978,-3.1859987,-3.850321,0.0,0.0,0.0,0.0
3.0,0.08,-2.1559627,1.5020945,-3.233866,-3.7546494,0.0,0.0,0.0,0.0
3.0,0.09,-2.1883013,1.464548,-3.2824132,-3.6610765,0.0,0.0,0.0,0.0
3.0,0.1,-2.2211254,1.4279373,-3.1834288,-3.46609,0.1482396,0.10360661,-1.3164994,0.025178153
3.0,0.11,-2.2529597,1.3932763,-3.30531,-3.4313142,0.0,0.0,0.0,0.0
3.0,0.12,-2.286013,1.3589633,-3.3919547,-3.3714697,0.0,0.0,0.0,0.0
3.0,0.13,-2.3199322,1.3252486,-3.4613662,-3.3001523,0.0,0.0,0.0,0.0
3.0,0.14,-2.354546,1.292247,-3.522553,-3.224133,0.0,0.0,0.0,0.0
3.0,0.15,-2.3897715,1.2600057,-3.580024,-3.1467721,0.0,0.0,0.0,0.0
3.0,0.16,-2.4255717,1.228538,-3.6360412,-3.0697238,0.0,0.0,0.0,0.0
3.0,0.17,-2.4619322,1.1978408,-3.69174,-2.9937913,0.0,0.0,0.0,0.0
3.0,0.18,-2.4988494,1.167903,-3.747695,-2.919352,0.0,0.0,0.0,0.0
3.0,0.19,-2.5363264,1.1387094,-3.8042,-2.846571,0.0,0.0,0.0,0.0
3.0,0.2,-2.5743685,1.1102437,-3.861408,-2.775508,0.0,0.0,0.0,0.0
3.0,0.21,-2.6129825,1.0824885,-3.920659,-2.7027786,-0.0012577325,0.00339216,0.38600868,0.01288344
3.0,0.22,-2.6521893,1.0554608,-3.7368367,-2.4779196,0.24203984,0.15901119,-2.1539025,0.930457
3.0,0.23,-2.6895576,1.0306816,-3.9136126,-2.4963377,0.0,0.0,0.0,0.0
3.0,0.24,-2.7286935,1.0057182,-4.0326786,-2.4741125,0.0,0.0,0.0,0.0
3.0,0.25,-2.7690203,0.9809771,-4.2786636,-2.6098263,-0.15531386,-0.17747492,2.462982,-0.7214388
3.0,0.26,-2.811807,0.9548788,-4.280277,-2.4658887,0.0,0.0,0.0,0.0
3.0,0.27,-2.8546097,0.93021995,-4.313198,-2.3648956,0.0,0.0,0.0,0.0
3.0,0.28,-2.8977418,0.906571,-4.3622546,-2.2861004,0.0,0.0,0.0,0.0
3.0,0.29,-2.9413643,0.88370997,-4.419867,-2.2191114,0.0,0.0,0.0,0.0
3.0,0.3,-2.985563,0.86151886,-4.482255,-2.1587155,0.0,0.0,0.0,0.0
3.0,0.31,-3.0303855,0.8399317,-4.547533,-2.1022882,0.0,0.0,0.0,0.0
3.0,0.32,-3.0758607,0.8189088,-4.6147685,-2.0485015,0.0,0.0,0.0,0.0
3.0,0.33,-3.1220083,0.7984238,-4.6835012,-1.9966743,0.0,0.0,0.0,0.0
3.0,0.34,-3.1688435,0.7784571,-4.75351,-1.9464502,0.0,0.0,0.0,0.0
3.0,0.35,-3.2163785,0.75899255,-4.82469,-1.8976351,0.0,0.0,0.0,0.0
3.0,0.36,-3.2646253,0.74001616,-4.7700615,-2.0238636,0.12693729,-0.17374638,0.26186913,-0.27664924
3.0,0.37,-3.3123257,0.7197775,-4.9050508,-1.8863554,0.0,0.0,0.0,0.0
3.0,0.38,-3.3613763,0.70091397,-5.0103455,-1.7957407,0.0,0.0,0.0,0.0
3.0,0.39,-3.41148,0.6829565,-5.1013603,-1.7291192,0.0,0.0,0.0,0.0
3.0,0.4,-3.4624937,0.6656653,-5.1858106,-1.6750273,0.0,0.0,0.0,0.0
3.0,0.41,-3.5143516,0.64891505,-5.2675624,-1.6277196,0.0,0.0,0.0,0.0
3.0,0.42,-3.5670273,0.63263786,-5.348559,-1.5843107,0.0,0.0,0.0,0.0
3.0,0.43,-3.620513,0.6167947,-5.429778,-1.5433447,0.0,0.0,0.0,0.0
3.0,0.44,-3.6748106,0.6013613,-5.5117207,-1.5040822,0.0,0.0,0.0,0.0
3.0,0.45,-3.7299278,0.58632046,-5.5946436,-1.4661406,0.0,0.0,0.0,0.0
3.0,0.46,-3.7858744,0.571659,-5.6786876,-1.4293174,0.0,0.0,0.0,0.0
3.0,0.47,-3.8426614,0.5573659,-5.7639303,-1.3934996,0.0,0.0,0.0,0.0
3.0,0.48,-3.9003005,0.5434309,-5.8807254,-1.6394584,-0.030305639,-0.28083873,2.1096692,-0.1498825
3.0,0.49,-3.9591079,0.52703637,-5.953799,-1.4580315,0.0,0.0,0.0,0.0
4.0,0.0,-0.056324266,-0.42759043,-0.084486395,1.068976,0.0,0.0,0.0,0.0
4.0,0.01,-0.05716913,-0.41690066,-0.082421035,1.8083761,0.0033326596,0.7661243,-1.1938779,1.9964662
4.0,0.02,-0.057993338,-0.39881688,-0.08532368,1.3801043,0.0,0.0,0.0,0.0
4.0,0.03,-0.058846574,-0.38501585,-0.08743669,1.1540707,0.0,0.0,0.0,0.0
4.0,0.04,-0.05972094,-0.37347513,-0.08916483,1.0294534,0.0,0.0,0.0,0.0
4.0,0.05,-0.06061259,-0.36318058,-0.090710595,0.95583427,0.0,0.0,0.0,0.0
4.0,0.06,-0.061519697,-0.35362223,-0.0921754,0.90799695,0.0,0.0,0.0,0.0
4.0,0.07,-0.06244145,-0.34454226,-0.0936101,0.87332636,0.0,0.0,0.0,0.0
4.0,0.08,-0.06337755,-0.335809,-0.095040284,0.8455078,0.0,0.0,0.0,0.0
4.0,0.09,-0.064327955,-0.32735392,-0.09647892,0.8213775,0.0,0.0,0.0,0.0
4.0,0.1,-0.065292746,-0.31914017,-0.09793261,0.79934675,0.0,0.0,0.0,0.0
4.0,0.11,-0.06627207,-0.3111467,-0.09940485,0.77861494,0.0,0.0,0.0,0.0
4.0,0.12,-0.06726612,-0.30336055,-0.10089756,0.7587755,0.0,0.0,0.0,0.0
4.0,0.13,-0.0682751,-0.2957728,-0.102411844,0.739619,0.0,0.0,0.0,0.0
4.0,0.14,-0.06929922,-0.2883766,-0.10394842,0.721035,0.0,0.0,0.0,0.0
4.0,0.15,-0.0703387,-0.28116626,-0.10550786,0.70296246,0.0,0.0,0.0,0.0
4.0,0.16,-0.07139379,-0.27413663,-0.1258313,1.072922,-0.018740728,0.38755697,-0.62007713,0.21372145
4.0,0.17,-0.0726521,-0.26340744,-0.118348464,0.8523088,0.0,0.0,0.0,0.0
4.0,0.18,-0.07383559,-0.25488436,-0.11543854,0.734106,0.0,0.0,0.0,0.0
4.0,0.19,-0.074989974,-0.2475433,-0.11482754,0.6673058,0.0,0.0,0.0,0.0
4.0,0.2,-0.07613825,-0.24087024,-0.11537866,0.62639934,0.0,0.0,0.0,0.0
4.0,0.21,-0.07729204,-0.23460625,-0.116523705,0.5986275,0.0,0.0,0.0,0.0
4.0,0.22,-0.07845727,-0.22861998,-0.11797874,0.5776059,0.0,0.0,0.0,0.0
4.0,0.23,-0.07963706,-0.22284392,-0.119602,0.56013775,0.0,0.0,0.0,0.0
4.0,0.24,-0.080833085,-0.21724254,-0.12132283,0.5446203,0.0,0.0,0.0,0.0
4.0,0.25,-0.082046315,-0.21179634,-0.12310608,0.5302478,0.0,0.0,0.0,0.0
4.0,0.26,-0.083277375,-0.20649387,-0.12493436,0.5166132,0.0,0.0,0.0,0.0
4.0,0.27,-0.084526725,-0.20132774,-0.065446004,0.4789127,0.061353236,-0.024595916,0.47163698,-1.8760772
4.0,0.28,-0.085181184,-0.19653861,-0.09709974,0.4791432,0.0,0.0,0.0,0.0
4.0,0.29,-0.08615218,-0.19174719,-0.19604489,1.042993,-0.08215265,0.56972665,-0.699979,1.3715293
4.0,0.3,-0.08811263,-0.18131727,-0.16557726,0.73510563,0.0,0.0,0.0,0.0
4.0,0.31,-0.0897684,-0.17396621,-0.15135676,0.57582176,0.0,0.0,0.0,0.0
4.0,0.32,-0.09128197,-0.16820799,-0.29416734,1.1536753,-0.1488923,0.6627022,-0.529184,1.9623818
4.0,0.33,-0.09422365,-0.15667124,-0.21995766,0.7582557,0.0,0.0,0.0,0.0
4.0,0.34,-0.09642322,-0.14908868,-0.18394594,0.55601054,0.0,0.0,0.0,0.0
4.0,0.35,-0.09826268,-0.14352858,-0.16704959,0.45046586,0.0,0.0,0.0,0.0
4.0,0.36,-0.09993318,-0.13902391,-0.15972754,0.39338198,0.0,0.0,0.0,0.0
4.0,0.37,-0.101530455,-0.1350901,-0.15720956,0.36063635,0.0,0.0,0.0,0.0
4.0,0.38,-0.10310255,-0.13148373,-0.15711077,0.3401649,0.0,0.0,0.0,0.0
4.0,0.39,-0.10467366,-0.12808208,-0.15823896,0.32593298,0.0,0.0,0.0,0.0
4.0,0.4,-0.10625605,-0.12482275,-0.15999831,0.31492075,0.0,0.0,0.0,0.0
4.0,0.41,-0.107856035,-0.12167354,-0.16209117,0.30561578,0.0,0.0,0.0,0.0
4.0,0.42,-0.10947695,-0.11861738,-0.16436897,0.29725942,0.0,0.0,0.0,0.0
4.0,0.43,-0.111120634,-0.11564478,-0.16675773,0.28946996,0.0,0.0,0.0,0.0
4.0,0.44,-0.11278821,-0.11275008,-0.1692207,0.2820542,0.0,0.0,0.0,0.0
4.0,0.45,-0.11448042,-0.10992955,0.04183136,0.73957646,0.21357118,0.4646631,-1.8868711,0.6783609
4.0,0.46,-0.11406211,-0.10253379,-0.064317174,0.48871076,0.0,0.0,0.0,0.0
4.0,0.47,-0.11470528,-0.09764668,-0.11866993,0.36030486,0.0,0.0,0.0,0.0
4.0,0.48,-0.11589198,-0.094043635,-0.14714396,0.29320318,0.0,0.0,0.0,0.0
4.0,0.49,-0.117363416,-0.0911116,-0.16269812,0.25682604,0.0,0.0,0.0,0.0
5.0,0.0,0.3846633,1.2650644,0.57699496,-3.1626608,0.0,0.0,0.0,0.0
5.0,0.01,0.39043325,1.2334378,0.58564985,-3.0835943,0.0,0.0,0.0,0.0
5.0,0.02,0.39628974,1.2026018,0.5944346,-3.0065045,0.0,0.0,0.0,0.0
5.0,0.03,0.40223408,1.1725367,0.6033511,-2.931342,0.0,0.0,0.0,0.0
5.0,0.04,0.4082676,1.1432233,0.61240137,-2.8580582,0.0,0.0,0.0,0.0
5.0,0.05,0.4143916,1.1146427,0.6215874,-2.7866068,0.0,0.0,0.0,0.0
5.0,0.06,0.42060748,1.0867766,0.63091123,-2.7169416,0.0,0.0,0.0,0.0
5.0,0.07,0.4269166,1.0596071,0.6403749,-2.6490178,0.0,0.0,0.0,0.0
5.0,0.08,0.43332034,1.0331169,0.64998055,-2.5827923,0.0,0.0,0.0,0.0
5.0,0.09,0.43982014,1.007289,0.6597302,-2.5182226,0.0,0.0,0.0,0.0
5.0,0.1,0.44641745,0.9821068,0.6696262,-2.455267,0.0,0.0,0.0,0.0
5.0,0.11,0.4531137,0.95755416,0.6570023,-2.24449,-0.022668317,0.14939547,-0.18852434,-0.20385179
5.0,0.12,0.45968375,0.93510926,0.6781914,-2.2630754,0.0,0.0,0.0,0.0
5.0,0.13,0.46646565,0.9124785,0.69403136,-2.2438474,0.0,0.0,0.0,0.0
5.0,0.14,0.47340596,0.89004004,0.7072754,-2.2064257,0.0,0.0,0.0,0.0
5.0,0.15,0.4804787,0.8679758,0.7193013,-2.1606023,0.0,0.0,0.0,0.0
5.0,0.16,0.48767173,0.8463698,0.7307992,-2.111256,0.0,0.0,0.0,0.0
5.0,0.17,0.4949797,0.82525724,0.7421154,-2.0608087,0.0,0.0,0.0,0.0
5.0,0.18,0.5024009,0.8046492,0.7534242,-2.0104558,0.0,0.0,0.0,0.0
5.0,0.19,0.5099351,0.78454465,0.764814,-1.9607781,0.0,0.0,0.0,0.0
