ID,Time,pos_x,pos_y,vel_x,vel_y
3.0,0.5,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0
4.0,0.01,0.0,0.0,0.0,0.0
4.0,0.02,0.0,0.0,0.0,0.0
4.0,0.03,0.0,0.0,0.0,0.0
4.0,0.04,0.0,0.0,0.0,0.0
4.0,0.05,0.0,0.0,0.0,0.0
4.0,0.06,0.0,0.0,0.0,0.0
4.0,0.07,0.0,0.0,0.0,0.0
4.0,0.08,0.0,0.0,0.0,0.0
4.0,0.09,0.0,0.0,0.0,0.0
4.0,0.1,0.0,0.0,0.0,0.0
4.0,0.11,0.0,0.0,0.0,0.0
4.0,0.12,8.92730716081858,2.324629365320245,0.252511956972491,0.8038714552993452
4.0,0.13,0.0,0.0,0.0,0.0
4.0,0.14,0.0,0.0,0.0,0.0
4.0,0.15,0.0,0.0,0.0,0.0
4.0,0.16,0.0,0.0,0.0,0.0
4.0,0.17,0.0,0.0,0.0,0.0
4.0,0.18,0.0,0.0,0.0,0.0
4.0,0.19,0.0,0.0,0.0,0.0
4.0,0.2,0.0,0.0,0.0,0.0
4.0,0.21,0.0,0.0,0.0,0.0
4.0,0.22,9.371681646638422,2.396301811929408,-1.2776848756607802,0.52663960859762
4.0,0.23,0.0,0.0,0.0,0.0
4.0,0.24,0.0,0.0,0.0,0.0
4.0,0.25,0.0,0.0,0.0,0.0
4.0,0.26,0.0,0.0,0.0,0.0
4.0,0.27,0.0,0.0,0.0,0.0
4.0,0.28,9.500510365467775,2.866198410160134,-0.7027353673762236,0.4350046550483425
4.0,0.29,0.0,0.0,0.0,0.0
4.0,0.3,0.0,0.0,0.0,0.0
4.0,0.31,9.022469620070844,3.1391657242477935,0.435003522470932,-0.2839422210276988
4.0,0.32,0.0,0.0,0.0,0.0
4.0,0.33,0.0,0.0,0.0,0.0
4.0,0.34,0.0,0.0,0.0,0.0
4.0,0.35000000000000003,0.0,0.0,0.0,0.0
4.0,0.36,0.0,0.0,0.0,0.0
4.0,0.37,0.0,0.0,0.0,0.0
4.0,0.38,0.0,0.0,0.0,0.0
4.0,0.39,0.0,0.0,0.0,0.0
4.0,0.4,0.0,0.0,0.0,0.0
4.0,0.41,0.0,0.0,0.0,0.0
4.0,0.42,0.0,0.0,0.0,0.0
4.0,0.43,0.0,0.0,0.0,0.0
4.0,0.44,0.0,0.0,0.0,0.0
4.0,0.45,0.0,0.0,0.0,0.0
4.0,0.46,0.0,0.0,0.0,0.0
4.0,0.47,0.0,0.0,0.0,0.0
4.0,0.48,0.0,0.0,0.0,0.0
4.0,0.49,0.0,0.0,0.0,0.0
4.0,0.5,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0
5.0,0.01,0.0,0.0,0.0,0.0
5.0,0.02,0.0,0.0,0.0,0.0
5.0,0.03,0.0,0.0,0.0,0.0
5.0,0.04,0.0,0.0,0.0,0.0
5.0,0.05,0.0,0.0,0.0,0.0
5.0,0.06,0.0,0.0,0.0,0.0
5.0,0.07,0.0,0.0,0.0,0.0
5.0,0.08,0.0,0.0,0.0,0.0
5.0,0.09,0.0,0.0,0.0,0.0
5.0,0.1,0.0,0.0,0.0,0.0
5.0,0.11,0.0,0.0,0.0,0.0
5.0,0.12,0.0,0.0,0.0,0.0
5.0,0.13,0.0,0.0,0.0,0.0
5.0,0.14,0.0,0.0,0.0,0.0
5.0,0.15,0.0,0.0,0.0,0.0
5.0,0.16,0.0,0.0,0.0,0.0
5.0,0.17,0.0,0.0,0.0,0.0
5.0,0.18,0.0,0.0,0.0,0.0
5.0,0.19,0.0,0.0,0.0,0.0
5.0,0.2,0.0,0.0,0.0,0.0
5.0,0.21,0.0,0.0,0.0,0.0
5.0,0.22,0.0,0.0,0.0,0.0
5.0,0.23,0.0,0.0,0.0,0.0
5.0,0.24,0.0,0.0,0.0,0.0
5.0,0.25,0.0,0.0,0.0,0.0
5.0,0.26,0.0,0.0,0.0,0.0
5.0,0.27,0.0,0.0,0.0,0.0
5.0,0.28,0.0,0.0,0.0,0.0
5.0,0.29,0.0,0.0,0.0,0.0
5.0,0.3,0.0,0.0,0.0,0.0
5.0,0.31,0.0,0.0,0.0,0.0
5.0,0.32,0.0,0.0,0.0,0.0
5.0,0.33,0.0,0.0,0.0,0.0
5.0,0.34,0.0,0.0,0.0,0.0
5.0,0.35000000000000003,0.0,0.0,0.0,0.0
5.0,0.36,0.0,0.0,0.0,0.0
5.0,0.37,0.0,0.0,0.0,0.0
5.0,0.38,0.0,0.0,0.0,0.0
5.0,0.39,0.0,0.0,0.0,0.0
5.0,0.4,0.0,0.0,0.0,0.0
5.0,0.41,0.0,0.0,0.0,0.0
5.0,0.42,0.0,0.0,0.0,0.0
5.0,0.43,0.0,0.0,0.0,0.0
5.0,0.44,0.0,0.0,0.0,0.0
5.0,0.45,0.0,0.0,0.0,0.0
5.0,0.46,0.0,0.0,0.0,0.0
5.0,0.47,0.0,0.0,0.0,0.0
5.0,0.48,0.0,0.0,0.0,0.0
5.0,0.49,0.0,0.0,0.0,0.0
5.0,0.5,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0
6.0,0.01,5.815128799962527,9.149077598024245,1.05241726556106,0.20363204605171542
6.0,0.02,0.0,0.0,0.0,0.0
6.0,0.03,0.0,0.0,0.0,0.0
6.0,0.04,0.0,0.0,0.0,0.0
6.0,0.05,0.0,0.0,0.0,0.0
6.0,0.06,0.0,0.0,0.0,0.0
6.0,0.07,0.0,0.0,0.0,0.0
6.0,0.08,0.0,0.0,0.0,0.0
6.0,0.09,0.0,0.0,0.0,0.0
6.0,0.1,0.0,0.0,0.0,0.0
6.0,0.11,0.0,0.0,0.0,0.0
6.0,0.12,0.0,0.0,0.0,0.0
6.0,0.13,0.0,0.0,0.0,0.0
6.0,0.14,0.0,0.0,0.0,0.0
6.0,0.15,0.0,0.0,0.0,0.0
6.0,0.16,0.0,0.0,0.0,0.0
6.0,0.17,0.0,0.0,0.0,0.0
6.0,0.18,0.0,0.0,0.0,0.0
6.0,0.19,0.0,0.0,0.0,0.0
6.0,0.2,0.0,0.0,0.0,0.0
6.0,0.21,0.0,0.0,0.0,0.0
6.0,0.22,0.0,0.0,0.0,0.0
6.0,0.23,6.12301506538954,9.396702791502724,-1.2160220397191974,0.3077792296675188
6.0,0.24,0.0,0.0,0.0,0.0
6.0,0.25,0.0,0.0,0.0,0.0
6.0,0.26,0.0,0.0,0.0,0.0
6.0,0.27,0.0,0.0,0.0,0.0
6.0,0.28,0.0,0.0,0.0,0.0
6.0,0.29,0.0,0.0,0.0,0.0
6.0,0.3,0.0,0.0,0.0,0.0
6.0,0.31,0.0,0.0,0.0,0.0
6.0,0.32,0.0,0.0,0.0,0.0
6.0,0.33,0.0,0.0,0.0,0.0
6.0,0.34,0.0,0.0,0.0,0.0
6.0,0.35000000000000003,0.0,0.0,0.0,0.0
6.0,0.36,0.0,0.0,0.0,0.0
6.0,0.37,0.0,0.0,0.0,0.0
6.0,0.38,0.0,0.0,0.0,0.0
6.0,0.39,0.0,0.0,0.0,0.0
6.0,0.4,0.0,0.0,0.0,0.0
6.0,0.41,0.0,0.0,0.0,0.0
6.0,0.42,0.0,0.0,0.0,0.0
6.0,0.43,0.0,0.0,0.0,0.0
6.0,0.44,0.0,0.0,0.0,0.0
6.0,0.45,0.0,0.0,0.0,0.0
6.0,0.46,0.0,0.0,0.0,0.0
6.0,0.47,0.0,0.0,0.0,0.0
6.0,0.48,0.0,0.0,0.0,0.0
6.0,0.49,0.0,0.0,0.0,0.0
6.0,0.5,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0
7.0,0.01,0.0,0.0,0.0,0.0
7.0,0.02,0.0,0.0,0.0,0.0
7.0,0.03,0.0,0.0,0.0,0.0
7.0,0.04,5.050488823260925,7.061106601345214,0.8336231695403815,-1.1577226670922722
7.0,0.05,0.0,0.0,0.0,0.0
7.0,0.06,0.0,0.0,0.0,0.0
7.0,0.07,0.0,0.0,0.0,0.0
7.0,0.08,0.0,0.0,0.0,0.0
7.0,0.09,5.35435485095901,6.431283225092415,-0.0013011220044609197,0.36176314905797347
7.0,0.1,0.0,0.0,0.0,0.0
7.0,0.11,0.0,0.0,0.0,0.0
7.0,0.12,0.0,0.0,0.0,0.0
7.0,0.13,0.0,0.0,0.0,0.0
7.0,0.14,0.0,0.0,0.0,0.0
7.0,0.15,0.0,0.0,0.0,0.0
7.0,0.16,0.0,0.0,0.0,0.0
7.0,0.17,0.0,0.0,0.0,0.0
7.0,0.18,0.0,0.0,0.0,0.0
7.0,0.19,0.0,0.0,0.0,0.0
7.0,0.2,0.0,0.0,0.0,0.0
7.0,0.21,0.0,0.0,0.0,0.0
7.0,0.22,0.0,0.0,0.0,0.0
7.0,0.23,0.0,0.0,0.0,0.0
7.0,0.24,0.0,0.0,0.0,0.0
7.0,0.25,0.0,0.0,0.0,0.0
7.0,0.26,0.0,0.0,0.0,0.0
7.0,0.27,0.0,0.0,0.0,0.0
7.0,0.28,0.0,0.0,0.0,0.0
7.0,0.29,0.0,0.0,0.0,0.0
7.0,0.3,0.0,0.0,0.0,0.0
7.0,0.31,5.255669690856265,6.382091440792794,-0.9581113388215144,-0.1042967766696841
7.0,0.32,0.0,0.0,0.0,0.0
7.0,0.33,5.2419309055082906,6.389395872273996,-0.7694109912440263,1.130962110866418
7.0,0.34,0.0,0.0,0.0,0.0
7.0,0.35000000000000003,0.0,0.0,0.0,0.0
7.0,0.36,0.0,0.0,0.0,0.0
7.0,0.37,0.0,0.0,0.0,0.0
7.0,0.38,0.0,0.0,0.0,0.0
7.0,0.39,0.0,0.0,0.0,0.0
7.0,0.4,0.0,0.0,0.0,0.0
7.0,0.41,0.0,0.0,0.0,0.0
7.0,0.42,0.0,0.0,0.0,0.0
7.0,0.43,0.0,0.0,0.0,0.0
7.0,0.44,0.0,0.0,0.0,0.0
7.0,0.45,0.0,0.0,0.0,0.0
7.0,0.46,0.0,0.0,0.0,0.0
7.0,0.47,0.0,0.0,0.0,0.0
7.0,0.48,0.0,0.0,0.0,0.0
7.0,0.49,0.0,0.0,0.0,0.0
7.0,0.5,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0
8.0,0.01,0.0,0.0,0.0,0.0
8.0,0.02,0.0,0.0,0.0,0.0
8.0,0.03,8.21537889517239,5.119518529466022,-1.4680510373203073,0.17206822443580375
8.0,0.04,0.0,0.0,0.0,0.0
8.0,0.05,0.0,0.0,0.0,0.0
8.0,0.06,0.0,0.0,0.0,0.0
8.0,0.07,0.0,0.0,0.0,0.0
8.0,0.08,0.0,0.0,0.0,0.0
8.0,0.09,0.0,0.0,0.0,0.0
8.0,0.1,0.0,0.0,0.0,0.0
8.0,0.11,0.0,0.0,0.0,0.0
8.0,0.12,0.0,0.0,0.0,0.0
8.0,0.13,0.0,0.0,0.0,0.0
8.0,0.14,0.0,0.0,0.0,0.0
8.0,0.15,0.0,0.0,0.0,0.0
8.0,0.16,0.0,0.0,0.0,0.0
8.0,0.17,0.0,0.0,0.0,0.0
8.0,0.18,0.0,0.0,0.0,0.0
8.0,0.19,0.0,0.0,0.0,0.0
8.0,0.2,0.0,0.0,0.0,0.0
8.0,0.21,0.0,0.0,0.0,0.0
8.0,0.22,0.0,0.0,0.0,0.0
8.0,0.23,0.0,0.0,0.0,0.0
8.0,0.24,0.0,0.0,0.0,0.0
8.0,0.25,0.0,0.0,0.0,0.0
8.0,0.26,0.0,0.0,0.0,0.0
8.0,0.27,0.0,0.0,0.0,0.0
8.0,0.28,0.0,0.0,0.0,0.0
8.0,0.29,0.0,0.0,0.0,0.0
8.0,0.3,0.0,0.0,0.0,0.0
8.0,0.31,0.0,0.0,0.0,0.0
8.0,0.32,0.0,0.0,0.0,0.0
8.0,0.33,8.11763381142699,4.524873390752773,0.04598492564285489,1.065410588176919
8.0,0.34,0.0,0.0,0.0,0.0
8.0,0.35000000000000003,0.0,0.0,0.0,0.0
8.0,0.36,8.30451287950262,5.232261030289785,-0.8233928872793718,-0.956075784192174
8.0,0.37,0.0,0.0,0.0,0.0
8.0,0.38,8.109088142460502,4.542476966202319,-0.17091337932970474,0.35207150899092327
8.0,0.39,0.0,0.0,0.0,0.0
8.0,0.4,0.0,0.0,0.0,0.0
8.0,0.41,0.0,0.0,0.0,0.0
8.0,0.42,0.0,0.0,0.0,0.0
8.0,0.43,0.0,0.0,0.0,0.0
8.0,0.44,0.0,0.0,0.0,0.0
8.0,0.45,0.0,0.0,0.0,0.0
8.0,0.46,0.0,0.0,0.0,0.0
8.0,0.47,0.0,0.0,0.0,0.0
8.0,0.48,0.0,0.0,0.0,0.0
8.0,0.49,0.0,0.0,0.0,0.0
8.0,0.5,8.441851465127513,4.636059132700357,-0.3211319795756111,0.6119402311464726
9.0,0.0,0.0,0.0,0.0,0.0
9.0,0.01,0.0,0.0,0.0,0.0
9.0,0.02,0.0,0.0,0.0,0.0
9.0,0.03,0.0,0.0,0.0,0.0
9.0,0.04,0.0,0.0,0.0,0.0
9.0,0.05,0.0,0.0,0.0,0.0
9.0,0.06,0.0,0.0,0.0,0.0
9.0,0.07,6.900968876272492,5.191420851459939,0.8120723318406907,1.1327854322460207
9.0,0.08,0.0,0.0,0.0,0.0
9.0,0.09,0.0,0.0,0.0,0.0
9.0,0.1,0.0,0.0,0.0,0.0
9.0,0.11,0.0,0.0,0.0,0.0
9.0,0.12,0.0,0.0,0.0,0.0
9.0,0.13,7.646806568432979,5.062160271696937,-0.5072543505013803,0.8102878438178385
9.0,0.14,0.0,0.0,0.0,0.0
9.0,0.15,0.0,0.0,0.0,0.0
9.0,0.16,7.071320993639649,4.837805499872528,0.8076425598312718,0.24202048808786836
9.0,0.17,0.0,0.0,0.0,0.0
9.0,0.18,0.0,0.0,0.0,0.0
9.0,0.19,0.0,0.0,0.0,0.0
9.0,0.2,0.0,0.0,0.0,0.0
9.0,0.21,0.0,0.0,0.0,0.0
9.0,0.22,0.0,0.0,0.0,0.0
9.0,0.23,0.0,0.0,0.0,0.0
9.0,0.24,0.0,0.0,0.0,0.0
9.0,0.25,0.0,0.0,0.0,0.0
9.0,0.26,0.0,0.0,0.0,0.0
9.0,0.27,0.0,0.0,0.0,0.0
9.0,0.28,0.0,0.0,0.0,0.0
9.0,0.29,0.0,0.0,0.0,0.0
9.0,0.3,7.665706660917326,5.21120635195209,-0.2428296785270977,1.0192332659524486
9.0,0.31,0.0,0.0,0.0,0.0
9.0,0.32,0.0,0.0,0.0,0.0
9.0,0.33,0.0,0.0,0.0,0.0
9.0,0.34,0.0,0.0,0.0,0.0
9.0,0.35000000000000003,0.0,0.0,0.0,0.0
9.0,0.36,0.0,0.0,0.0,0.0
9.0,0.37,0.0,0.0,0.0,0.0
9.0,0.38,0.0,0.0,0.0,0.0
9.0,0.39,0.0,0.0,0.0,0.0
9.0,0.4,0.0,0.0,0.0,0.0
9.0,0.41,0.0,0.0,0.0,0.0
9.0,0.42,0.0,0.0,0.0,0.0
9.0,0.43,0.0,0.0,0.0,0.0
9.0,0.44,0.0,0.0,0.0,0.0
9.0,0.45,0.0,0.0,0.0,0.0
9.0,0.46,0.0,0.0,0.0,0.0
9.0,0.47,0.0,0.0,0.0,0.0
9.0,0.48,0.0,0.0,0.0,0.0
9.0,0.49,0.0,0.0,0.0,0.0
9.0,0.5,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0
10.0,0.01,0.0,0.0,0.0,0.0
10.0,0.02,0.0,0.0,0.0,0.0
10.0,0.03,0.0,0.0,0.0,0.0
10.0,0.04,0.0,0.0,0.0,0.0
10.0,0.05,0.0,0.0,0.0,0.0
10.0,0.06,7.9504219418022775,7.768822722843459,1.1288704302067896,0.8959120526437686
10.0,0.07,0.0,0.0,0.0,0.0
10.0,0.08,0.0,0.0,0.0,0.0
10.0,0.09,0.0,0.0,0.0,0.0
10.0,0.1,0.0,0.0,0.0,0.0
10.0,0.11,0.0,0.0,0.0,0.0
10.0,0.12,0.0,0.0,0.0,0.0
10.0,0.13,0.0,0.0,0.0,0.0
10.0,0.14,0.0,0.0,0.0,0.0
10.0,0.15,0.0,0.0,0.0,0.0
10.0,0.16,0.0,0.0,0.0,0.0
10.0,0.17,0.0,0.0,0.0,0.0
10.0,0.18,0.0,0.0,0.0,0.0
10.0,0.19,0.0,0.0,0.0,0.0
10.0,0.2,0.0,0.0,0.0,0.0
10.0,0.21,0.0,0.0,0.0,0.0
10.0,0.22,0.0,0.0,0.0,0.0
10.0,0.23,8.787670746485807,7.866098969831321,0.39014337130007565,-0.8150460597642372
10.0,0.24,8.7257099796498,8.341425962892139,-0.6229762443871613,-0.479665607319191
10.0,0.25,0.0,0.0,0.0,0.0
10.0,0.26,0.0,0.0,0.0,0.0
10.0,0.27,8.374041803430377,7.714623445298524,-0.6810973820451606,1.2025594818874927
10.0,0.28,0.0,0.0,0.0,0.0
10.0,0.29,0.0,0.0,0.0,0.0
10.0,0.3,0.0,0.0,0.0,0.0
10.0,0.31,8.688282139314996,8.383810136229298,-1.0110952730036131,0.41014180558485447
10.0,0.32,0.0,0.0,0.0,0.0
10.0,0.33,0.0,0.0,0.0,0.0
10.0,0.34,0.0,0.0,0.0,0.0
10.0,0.35000000000000003,8.6568985529643,8.39084287258469,-0.9855225527048628,-0.9274215795890579
10.0,0.36,0.0,0.0,0.0,0.0
10.0,0.37,0.0,0.0,0.0,0.0
